NTD ID,Agency Name,Year,Reporter Type,Mode,Passenger Paid Fares,Organization Paid Fares,Total Fares
20206,County of Nassau,2020,Full,MB,19940264.0,0.0,19940264.0
20209,Somerset County,2020,Full,DR,214870.0,0.0,214870.0
20209,Somerset County,2020,Full,MB,53226.0,0.0,53226.0
20217,"Hampton Jitney, Inc.",2020,Full,CB,9344637.0,0.0,9344637.0
20226,"SeaStreak, LLC",2020,Full,FB,7034825.0,227070.0,7261895.0
21,Whatcom Transportation Authority,2020,Full,DR,17381.0,0.0,17381.0
21,Whatcom Transportation Authority,2020,Full,MB,281979.0,374419.0,656398.0
21,Whatcom Transportation Authority,2020,Full,VP,72850.0,0.0,72850.0
22930,New York City Economic Development Corporation,2020,Full,FB,12150212.0,0.0,12150212.0
22930,New York City Economic Development Corporation,2020,Full,MB,0.0,0.0,0.0
23,City of Seattle,2020,Full,MG,695044.0,0.0,695044.0
24,Clark County Public Transportation Benefit Area Authority,2020,Full,DR,244101.0,0.0,244101.0
24,Clark County Public Transportation Benefit Area Authority,2020,Full,MB,3194904.0,0.0,3194904.0
24,Clark County Public Transportation Benefit Area Authority,2020,Full,VP,113968.0,0.0,113968.0
25,Salem Area Mass Transit District,2020,Full,DR,166831.0,0.0,166831.0
25,Salem Area Mass Transit District,2020,Full,MB,1745268.0,144040.0,1889308.0
25,Salem Area Mass Transit District,2020,Full,VP,290192.0,0.0,290192.0
28,County of Pierce,2020,Full,FB,2740926.0,0.0,2740926.0
29,Snohomish County Public Transportation Benefit Area Corporation,2020,Full,CB,3290539.0,3539312.0,6829851.0
29,Snohomish County Public Transportation Benefit Area Corporation,2020,Full,DR,123771.0,10290.0,134061.0
29,Snohomish County Public Transportation Benefit Area Corporation,2020,Full,MB,2911691.0,1297550.0,4209241.0
29,Snohomish County Public Transportation Benefit Area Corporation,2020,Full,VP,953856.0,555703.0,1509559.0
3,Pierce County Transportation Benefit Area Authority,2020,Full,CB,5048907.0,0.0,5048907.0
3,Pierce County Transportation Benefit Area Authority,2020,Full,DR,180140.0,0.0,180140.0
3,Pierce County Transportation Benefit Area Authority,2020,Full,MB,4416932.0,44234.0,4461166.0
3,Pierce County Transportation Benefit Area Authority,2020,Full,VP,1750544.0,0.0,1750544.0
30001,Kanawha Valley Regional Transportation Authority,2020,Full,DR,44115.0,0.0,44115.0
30001,Kanawha Valley Regional Transportation Authority,2020,Full,MB,1497724.0,0.0,1497724.0
30002,The Tri-State Transit Authority,2020,Full,DR,173550.0,0.0,173550.0
30002,The Tri-State Transit Authority,2020,Full,MB,984357.0,0.0,984357.0
30006,Greater Richmond Transit Company,2020,Full,DR,494890.0,0.0,494890.0
30006,Greater Richmond Transit Company,2020,Full,MB,5596580.0,0.0,5596580.0
30006,Greater Richmond Transit Company,2020,Full,RB,553508.0,0.0,553508.0
30006,Greater Richmond Transit Company,2020,Full,VP,1708453.0,0.0,1708453.0
30007,Greater Roanoke Transit Company,2020,Full,DR,158370.0,0.0,158370.0
30007,Greater Roanoke Transit Company,2020,Full,MB,1254249.0,24050.0,1278299.0
30008,Greater Lynchburg Transit Company,2020,Full,DR,42682.0,3940.0,46622.0
30008,Greater Lynchburg Transit Company,2020,Full,MB,370028.0,426318.0,796346.0
30010,Lehigh and Northampton Transportation Authority,2020,Full,DR,511336.0,486227.0,997563.0
30010,Lehigh and Northampton Transportation Authority,2020,Full,MB,3217566.0,191038.0,3408604.0
30011,Altoona Metro Transit,2020,Full,DR,11265.0,10419.0,21684.0
30011,Altoona Metro Transit,2020,Full,MB,225231.0,270069.0,495300.0
30012,Cambria County Transit Authority,2020,Full,DR,21912.0,869516.0,891428.0
30012,Cambria County Transit Authority,2020,Full,IP,76368.0,4853.0,81221.0
30012,Cambria County Transit Authority,2020,Full,MB,620245.0,40888.0,661133.0
30013,Erie Metropolitan Transit Authority,2020,Full,DR,104599.0,1923720.0,2028319.0
30013,Erie Metropolitan Transit Authority,2020,Full,MB,1385132.0,1473885.0,2859017.0
30014,Cumberland Dauphin-Harrisburg Transit Authority,2020,Full,DR,185729.0,877174.0,1062903.0
30014,Cumberland Dauphin-Harrisburg Transit Authority,2020,Full,MB,1916672.0,210853.0,2127525.0
30015,Luzerne County Transportation Authority,2020,Full,DR,220654.0,189911.0,410565.0
30015,Luzerne County Transportation Authority,2020,Full,MB,965283.0,88128.0,1053411.0
30019,Southeastern Pennsylvania Transportation Authority,2020,Full,CR,107244993.0,0.0,107244993.0
30019,Southeastern Pennsylvania Transportation Authority,2020,Full,DR,4435710.0,0.0,4435710.0
30019,Southeastern Pennsylvania Transportation Authority,2020,Full,HR,86166256.0,0.0,86166256.0
30019,Southeastern Pennsylvania Transportation Authority,2020,Full,MB,128086835.0,1899248.0,129986083.0
30019,Southeastern Pennsylvania Transportation Authority,2020,Full,SR,21595907.0,0.0,21595907.0
30019,Southeastern Pennsylvania Transportation Authority,2020,Full,TB,3847568.0,0.0,3847568.0
30022,Port Authority of Allegheny County,2020,Full,DR,1043759.0,8975091.0,10018850.0
30022,Port Authority of Allegheny County,2020,Full,IP,332548.0,81423.0,413971.0
30022,Port Authority of Allegheny County,2020,Full,LR,5063372.0,1184928.0,6248300.0
30022,Port Authority of Allegheny County,2020,Full,MB,46042358.0,16348016.0,62390374.0
30023,Beaver County Transit Authority,2020,Full,DR,84062.0,649211.0,733273.0
30023,Beaver County Transit Authority,2020,Full,MB,841237.0,60932.0,902169.0
30025,County of Lackawanna Transit System,2020,Full,DR,63157.0,4590.0,67747.0
30025,County of Lackawanna Transit System,2020,Full,MB,1112214.0,18808.0,1131022.0
30026,City of Williamsport,2020,Full,DR,19248.0,0.0,19248.0
30026,City of Williamsport,2020,Full,MB,467233.0,159004.0,626237.0
30027,Central Pennsylvania Transportation Authority,2020,Full,CB,162111.0,2323.0,164434.0
30027,Central Pennsylvania Transportation Authority,2020,Full,DR,512526.0,12531601.0,13044127.0
30027,Central Pennsylvania Transportation Authority,2020,Full,MB,1005947.0,159268.0,1165215.0
30030,Washington Metropolitan Area Transit Authority,2020,Full,DR,6675614.0,0.0,6675614.0
30030,Washington Metropolitan Area Transit Authority,2020,Full,HR,402762189.0,0.0,402762189.0
30030,Washington Metropolitan Area Transit Authority,2020,Full,MB,83515972.0,0.0,83515972.0
30034,Maryland Transit Administration,2020,Full,CB,14786099.0,0.0,14786099.0
30034,Maryland Transit Administration,2020,Full,CR,37208606.0,0.0,37208606.0
30034,Maryland Transit Administration,2020,Full,DR,3208970.0,0.0,3208970.0
30034,Maryland Transit Administration,2020,Full,HR,7960336.0,0.0,7960336.0
30034,Maryland Transit Administration,2020,Full,LR,4682551.0,0.0,4682551.0
30034,Maryland Transit Administration,2020,Full,MB,34182621.0,0.0,34182621.0
30035,Ohio Valley Regional Transportation Authority,2020,Full,DR,8016.0,0.0,8016.0
30035,Ohio Valley Regional Transportation Authority,2020,Full,MB,275561.0,0.0,275561.0
30044,Westmoreland County ,2020,Full,DR,223001.0,66068.0,289069.0
30044,Westmoreland County ,2020,Full,MB,846047.0,0.0,846047.0
30045,"JAUNT, Inc.",2020,Full,CB,169115.0,0.0,169115.0
30045,"JAUNT, Inc.",2020,Full,DR,685020.0,0.0,685020.0
30048,County of Howard,2020,Full,DR,265656.0,0.0,265656.0
30048,County of Howard,2020,Full,MB,417890.0,0.0,417890.0
30051,"Montgomery County, Maryland",2020,Full,DR,7072.0,0.0,7072.0
30051,"Montgomery County, Maryland",2020,Full,MB,13380788.0,0.0,13380788.0
30054,Centre Area Transportation Authority,2020,Full,DR,65331.0,0.0,65331.0
30054,Centre Area Transportation Authority,2020,Full,MB,957850.0,4656862.0,5614712.0
30054,Centre Area Transportation Authority,2020,Full,VP,277439.0,0.0,277439.0
30057,Pennsylvania Department of Transportation,2020,Full,CR,15481166.0,0.0,15481166.0
30058,City of Fairfax,2020,Full,MB,303306.0,750000.0,1053306.0
30061,Mid Mon Valley Transit Authority,2020,Full,MB,400806.0,93720.0,494526.0
30068,"Fairfax County, VA",2020,Full,MB,7645198.0,0.0,7645198.0
30070,Potomac and Rappahannock Transportation Commission,2020,Full,CB,7922808.0,0.0,7922808.0
30070,Potomac and Rappahannock Transportation Commission,2020,Full,DR,465.0,0.0,465.0
30070,Potomac and Rappahannock Transportation Commission,2020,Full,MB,478009.0,24490.0,502499.0
30070,Potomac and Rappahannock Transportation Commission,2020,Full,VP,10320248.0,0.0,10320248.0
30071,City of Alexandria ,2020,Full,DR,173703.0,0.0,173703.0
30071,City of Alexandria ,2020,Full,MB,2610002.0,585902.0,3195904.0
30072,"Frederick County, Maryland",2020,Full,DR,47298.0,335292.0,382590.0
30072,"Frederick County, Maryland",2020,Full,MB,415376.0,0.0,415376.0
30073,Virginia Railway Express,2020,Full,CR,34701955.0,0.0,34701955.0
30075,Delaware Transit Corporation,2020,Full,CR,3277180.0,0.0,3277180.0
30075,Delaware Transit Corporation,2020,Full,DR,2078993.0,1456723.0,3535716.0
30075,Delaware Transit Corporation,2020,Full,MB,5843667.0,149826.0,5993493.0
30076,Williamsburg Area Transit Authority,2020,Full,DR,27900.0,0.0,27900.0
30076,Williamsburg Area Transit Authority,2020,Full,MB,406479.0,242516.0,648995.0
30077,Borough of Pottstown,2020,Full,DR,18707.0,0.0,18707.0
30077,Borough of Pottstown,2020,Full,MB,223914.0,0.0,223914.0
30078,Southwestern Pennsylvania Commission,2020,Full,VP,424656.0,0.0,424656.0
30080,"Arlington County, Virginia",2020,Full,DR,294482.0,0.0,294482.0
30080,"Arlington County, Virginia",2020,Full,MB,3198904.0,0.0,3198904.0
30081,Loudoun County,2020,Full,CB,6994993.0,0.0,6994993.0
30081,Loudoun County,2020,Full,DR,21674.0,0.0,21674.0
30081,Loudoun County,2020,Full,MB,165754.0,160513.0,326267.0
30083,Transportation District Commission of Hampton Roads,2020,Full,DR,643494.0,0.0,643494.0
30083,Transportation District Commission of Hampton Roads,2020,Full,FB,177845.0,0.0,177845.0
30083,Transportation District Commission of Hampton Roads,2020,Full,LR,1124608.0,0.0,1124608.0
30083,Transportation District Commission of Hampton Roads,2020,Full,MB,9744728.0,0.0,9744728.0
30083,Transportation District Commission of Hampton Roads,2020,Full,VP,512146.0,0.0,512146.0
30085,"Prince George's County, Maryland",2020,Full,DR,0.0,0.0,0.0
30085,"Prince George's County, Maryland",2020,Full,MB,695005.0,0.0,695005.0
30087,County of Fayette,2020,Full,DR,50790.0,74842.0,125632.0
30087,County of Fayette,2020,Full,MB,109206.0,13000.0,122206.0
30088,"County Commissioners of Charles County, MD",2020,Full,DR,24496.0,0.0,24496.0
30088,"County Commissioners of Charles County, MD",2020,Full,MB,330288.0,0.0,330288.0
30091,Town of Blacksburg,2020,Full,DR,4072.0,6525.0,10597.0
30091,Town of Blacksburg,2020,Full,MB,68115.0,1612009.0,1680124.0
30094,City of Harrisonburg,2020,Full,DR,34005.0,259529.0,293534.0
30094,City of Harrisonburg,2020,Full,MB,100510.0,1545213.0,1645723.0
30095,County of Lebanon Transit Authority,2020,Full,DR,67031.0,719094.0,786125.0
30095,County of Lebanon Transit Authority,2020,Full,MB,271057.0,25144.0,296201.0
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,2020,Full,DR,174488.0,40943.0,215431.0
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,2020,Full,MB,213263.0,50041.0,263304.0
30107,West Virginia University - Morgantown Personal Rapid Transit,2020,Full,MG,6880999.0,96406.0,6977405.0
30111,Washington County Transportation Authority,2020,Full,DR,175434.0,904062.0,1079496.0
30111,Washington County Transportation Authority,2020,Full,MB,137189.0,1050.0,138239.0
30112,DDOT - Progressive Transportation Services Administration,2020,Full,MB,706000.0,0.0,706000.0
30112,DDOT - Progressive Transportation Services Administration,2020,Full,SR,0.0,0.0,0.0
30129,Anne Arundel County,2020,Full,DR,0.0,0.0,0.0
30129,Anne Arundel County,2020,Full,MB,46393.0,0.0,46393.0
30137,Monroe County Transportation  Authority,2020,Full,DR,106601.0,395520.0,502121.0
30137,Monroe County Transportation  Authority,2020,Full,MB,180819.0,91594.0,272413.0
30201,City of Baltimore,2020,Full,FB,0.0,0.0,0.0
30201,City of Baltimore,2020,Full,MB,0.0,0.0,0.0
30202,South Central Transit Authority,2020,Full,DR,459670.0,2366513.0,2826183.0
30202,South Central Transit Authority,2020,Full,MB,3365719.0,152420.0,3518139.0
34,Rogue Valley Transportation District,2020,Full,DR,112176.0,0.0,112176.0
34,Rogue Valley Transportation District,2020,Full,MB,1117972.0,0.0,1117972.0
35,Washington State Ferries,2020,Full,FB,62242674.0,0.0,62242674.0
376,"Ride Connection, Inc.",2020,Full,DR,0.0,0.0,0.0
376,"Ride Connection, Inc.",2020,Full,MB,37913.0,0.0,37913.0
40,Central Puget Sound Regional Transit Authority,2020,Full,CB,4489152.0,9220478.0,13709630.0
40,Central Puget Sound Regional Transit Authority,2020,Full,CR,1287533.0,4372387.0,5659920.0
40,Central Puget Sound Regional Transit Authority,2020,Full,LR,3919712.0,7499404.0,11419116.0
40,Central Puget Sound Regional Transit Authority,2020,Full,SR,0.0,0.0,0.0
40001,Chattanooga Area Regional Transportation Authority,2020,Full,DR,124986.0,0.0,124986.0
40001,Chattanooga Area Regional Transportation Authority,2020,Full,IP,1817397.0,0.0,1817397.0
40001,Chattanooga Area Regional Transportation Authority,2020,Full,MB,1457002.0,0.0,1457002.0
40002,City of Knoxville,2020,Full,DR,124862.0,0.0,124862.0
40002,City of Knoxville,2020,Full,MB,1285731.0,220130.0,1505861.0
40003,City of Memphis,2020,Full,DR,341914.0,0.0,341914.0
40003,City of Memphis,2020,Full,MB,3954520.0,0.0,3954520.0
40003,City of Memphis,2020,Full,SR,134521.0,0.0,134521.0
40004,Metropolitan Transit Authority,2020,Full,DR,924488.0,67296.0,991784.0
40004,Metropolitan Transit Authority,2020,Full,MB,4088182.0,2199300.0,6287482.0
40005,City of Asheville,2020,Full,MB,392549.0,0.0,392549.0
40006,Cape Fear Public Transportation Authority,2020,Full,DR,64309.0,418778.0,483087.0
40006,Cape Fear Public Transportation Authority,2020,Full,MB,1224812.0,0.0,1224812.0
40006,Cape Fear Public Transportation Authority,2020,Full,VP,0.0,8858.0,8858.0
40007,City of Raleigh,2020,Full,DR,686960.0,0.0,686960.0
40007,City of Raleigh,2020,Full,MB,2309601.0,138129.0,2447730.0
40008,City of Charlotte North Carolina,2020,Full,CB,1949958.0,547732.0,2497690.0
40008,City of Charlotte North Carolina,2020,Full,DR,590067.0,0.0,590067.0
40008,City of Charlotte North Carolina,2020,Full,LR,4924175.0,1347612.0,6271787.0
40008,City of Charlotte North Carolina,2020,Full,MB,10631720.0,662261.0,11293981.0
40008,City of Charlotte North Carolina,2020,Full,SR,0.0,0.0,0.0
40008,City of Charlotte North Carolina,2020,Full,VP,364891.0,0.0,364891.0
40009,City of Fayetteville,2020,Full,DR,92280.0,0.0,92280.0
40009,City of Fayetteville,2020,Full,MB,688720.0,0.0,688720.0
40012,City of Winston Salem,2020,Full,DR,160067.0,376746.0,536813.0
40012,City of Winston Salem,2020,Full,MB,1036745.0,0.0,1036745.0
40014,Ms Coast Transportation Authority,2020,Full,DR,22511.0,5673.0,28184.0
40014,Ms Coast Transportation Authority,2020,Full,MB,437038.0,0.0,437038.0
40014,Ms Coast Transportation Authority,2020,Full,VP,379361.0,0.0,379361.0
40015,"City of Jackson, MS",2020,Full,DR,43794.0,2395.0,46189.0
40015,"City of Jackson, MS",2020,Full,MB,178718.0,3589.0,182307.0
40017,Lexington Transit Authority,2020,Full,DR,327454.0,0.0,327454.0
40017,Lexington Transit Authority,2020,Full,MB,872506.0,1951873.0,2824379.0
40017,Lexington Transit Authority,2020,Full,VP,60076.0,0.0,60076.0
40018,Transit Authority of River City,2020,Full,DR,1363172.0,0.0,1363172.0
40018,Transit Authority of River City,2020,Full,MB,7007577.0,629149.0,7636726.0
40019,Transit Authority of Northern Kentucky,2020,Full,DR,156806.0,127924.0,284730.0
40019,Transit Authority of Northern Kentucky,2020,Full,MB,2364155.0,215336.0,2579491.0
40021,City of Albany ,2020,Full,DR,36527.0,0.0,36527.0
40021,City of Albany ,2020,Full,MB,290662.0,237533.0,528195.0
40022,Metropolitan Atlanta Rapid Transit Authority,2020,Full,DR,803998.0,0.0,803998.0
40022,Metropolitan Atlanta Rapid Transit Authority,2020,Full,HR,64069974.0,0.0,64069974.0
40022,Metropolitan Atlanta Rapid Transit Authority,2020,Full,MB,35340576.0,0.0,35340576.0
40022,Metropolitan Atlanta Rapid Transit Authority,2020,Full,SR,85678.0,0.0,85678.0
40023,Augusta Richmond County Transit Department,2020,Full,DR,17917.0,0.0,17917.0
40023,Augusta Richmond County Transit Department,2020,Full,MB,117816.0,0.0,117816.0
40025,Chatham Area Transit Authority,2020,Full,DR,140742.0,0.0,140742.0
40025,Chatham Area Transit Authority,2020,Full,FB,0.0,726613.0,726613.0
40025,Chatham Area Transit Authority,2020,Full,MB,1540555.0,1737619.0,3278174.0
40026,Manatee County Board of County Commissioners,2020,Full,DR,60773.0,71374.0,132147.0
40026,Manatee County Board of County Commissioners,2020,Full,MB,413435.0,0.0,413435.0
40027,Pinellas Suncoast Transit Authority,2020,Full,DR,669831.0,0.0,669831.0
40027,Pinellas Suncoast Transit Authority,2020,Full,MB,3866877.0,0.0,3866877.0
40028,Lee County Transit,2020,Full,DR,422525.0,0.0,422525.0
40028,Lee County Transit,2020,Full,MB,1423668.0,0.0,1423668.0
40028,Lee County Transit,2020,Full,VP,117153.0,0.0,117153.0
40029,Broward County Board of County Commissioners,2020,Full,DR,478461.0,0.0,478461.0
40029,Broward County Board of County Commissioners,2020,Full,MB,13335901.0,0.0,13335901.0
40030,"City of Gainesville, FL",2020,Full,DR,76974.0,0.0,76974.0
40030,"City of Gainesville, FL",2020,Full,MB,343908.0,12890810.0,13234718.0
40030,"City of Gainesville, FL",2020,Full,VP,95722.0,0.0,95722.0
40031,Lakeland Area Mass Transit District ,2020,Full,DR,83676.0,19016.0,102692.0
40031,Lakeland Area Mass Transit District ,2020,Full,MB,401580.0,148911.0,550491.0
40032,County of Volusia,2020,Full,DR,269728.0,305310.0,575038.0
40032,County of Volusia,2020,Full,MB,1649580.0,167891.0,1817471.0
40032,County of Volusia,2020,Full,VP,79518.0,0.0,79518.0
40034,County of Miami-Dade ,2020,Full,CB,106444.0,0.0,106444.0
40034,County of Miami-Dade ,2020,Full,DR,3341167.0,0.0,3341167.0
40034,County of Miami-Dade ,2020,Full,HR,5027198.0,3336411.0,8363609.0
40034,County of Miami-Dade ,2020,Full,MB,24625850.0,9033253.0,33659103.0
40034,County of Miami-Dade ,2020,Full,MG,0.0,0.0,0.0
40034,County of Miami-Dade ,2020,Full,VP,1985766.0,0.0,1985766.0
40035,Central Florida Regional Transportation Authority,2020,Full,DR,1486060.0,0.0,1486060.0
40035,Central Florida Regional Transportation Authority,2020,Full,MB,10812197.0,169574.0,10981771.0
40035,Central Florida Regional Transportation Authority,2020,Full,RB,0.0,0.0,0.0
40035,Central Florida Regional Transportation Authority,2020,Full,VP,1128297.0,0.0,1128297.0
40036,City of Tallahassee,2020,Full,DR,230544.0,0.0,230544.0
40036,City of Tallahassee,2020,Full,MB,619118.0,2976124.0,3595242.0
40037,"Board of County Commissioners, Palm Beach County",2020,Full,DR,2019287.0,0.0,2019287.0
40037,"Board of County Commissioners, Palm Beach County",2020,Full,MB,4466331.0,815756.0,5282087.0
40038,"Escambia County Board of County Commissioners, FL",2020,Full,DR,198090.0,36477.0,234567.0
40038,"Escambia County Board of County Commissioners, FL",2020,Full,MB,462966.0,335851.0,798817.0
40040,Jacksonville Transportation Authority,2020,Full,CB,2419.0,0.0,2419.0
40040,Jacksonville Transportation Authority,2020,Full,DR,900701.0,0.0,900701.0
40040,Jacksonville Transportation Authority,2020,Full,FB,1442888.0,0.0,1442888.0
40040,Jacksonville Transportation Authority,2020,Full,MB,7956266.0,66284.0,8022550.0
40040,Jacksonville Transportation Authority,2020,Full,MG,0.0,0.0,0.0
40041,Hillsborough Area Regional Transit Authority,2020,Full,DR,260980.0,303520.0,564500.0
40041,Hillsborough Area Regional Transit Authority,2020,Full,MB,3796118.0,4469492.0,8265610.0
40041,Hillsborough Area Regional Transit Authority,2020,Full,SR,0.0,0.0,0.0
40042,Birmingham-Jefferson County Transit Authority,2020,Full,DR,73552.0,0.0,73552.0
40042,Birmingham-Jefferson County Transit Authority,2020,Full,MB,870946.0,0.0,870946.0
40043,City of Mobile,2020,Full,DR,83209.0,33163.0,116372.0
40043,City of Mobile,2020,Full,MB,334903.0,0.0,334903.0
40044,City of Montgomery,2020,Full,DR,60237.0,0.0,60237.0
40044,City of Montgomery,2020,Full,MB,396138.0,0.0,396138.0
40046,Sarasota County ,2020,Full,DR,226201.0,5802.0,232003.0
40046,Sarasota County ,2020,Full,MB,752068.0,0.0,752068.0
40047,Athens-Clarke County Unified Government,2020,Full,DR,19157.0,2706.0,21863.0
40047,Athens-Clarke County Unified Government,2020,Full,MB,247243.0,516765.0,764008.0
40051,Town of Chapel Hill,2020,Full,DR,0.0,0.0,0.0
40051,Town of Chapel Hill,2020,Full,MB,3507.0,0.0,3507.0
40053,Greenville Transit Authority,2020,Full,DR,21195.0,0.0,21195.0
40053,Greenville Transit Authority,2020,Full,MB,491811.0,0.0,491811.0
40057,Jackson Transit Authority,2020,Full,DR,33546.0,208570.0,242116.0
40057,Jackson Transit Authority,2020,Full,MB,246356.0,3900.0,250256.0
40058,City of Rome ,2020,Full,DR,11779.0,30748.0,42527.0
40058,City of Rome ,2020,Full,MB,56188.0,0.0,56188.0
40063,Brevard Board of County Commissioners,2020,Full,DR,230979.0,84206.0,315185.0
40063,Brevard Board of County Commissioners,2020,Full,MB,441362.0,88772.0,530134.0
40063,Brevard Board of County Commissioners,2020,Full,VP,311360.0,0.0,311360.0
40068,Northwest Alabama Council of Local Governments,2020,Full,DR,66680.0,241560.0,308240.0
40071,"City of Huntsville, Alabama",2020,Full,DR,163989.0,0.0,163989.0
40071,"City of Huntsville, Alabama",2020,Full,MB,189297.0,13390.0,202687.0
40074,Pasco County Board of County Commissioners,2020,Full,DR,28327.0,40656.0,68983.0
40074,Pasco County Board of County Commissioners,2020,Full,MB,358653.0,0.0,358653.0
40077,South Florida Regional Transportation Authority,2020,Full,CR,9544709.0,0.0,9544709.0
40077,South Florida Regional Transportation Authority,2020,Full,MB,0.0,100000.0,100000.0
40078,Cobb County,2020,Full,CB,296339.0,0.0,296339.0
40078,Cobb County,2020,Full,DR,52088.0,0.0,52088.0
40078,Cobb County,2020,Full,MB,1721077.0,0.0,1721077.0
40082,County of Douglas,2020,Full,DR,4432.0,0.0,4432.0
40082,County of Douglas,2020,Full,MB,35870.0,0.0,35870.0
40082,County of Douglas,2020,Full,VP,40384.0,0.0,40384.0
40086,Metropolitan Bus Authority,2020,Full,DR,66766.0,0.0,66766.0
40086,Metropolitan Bus Authority,2020,Full,MB,1128050.0,0.0,1128050.0
40087,City of Durham,2020,Full,DR,133281.0,0.0,133281.0
40087,City of Durham,2020,Full,MB,1714704.0,0.0,1714704.0
40093,City of Greensboro ,2020,Full,DR,231308.0,0.0,231308.0
40093,City of Greensboro ,2020,Full,MB,2103901.0,0.0,2103901.0
40094,Alternativa de Transporte Integrado -ATI,2020,Full,DR,511.0,0.0,511.0
40094,Alternativa de Transporte Integrado -ATI,2020,Full,HR,4887009.0,0.0,4887009.0
40094,Alternativa de Transporte Integrado -ATI,2020,Full,MB,464198.0,0.0,464198.0
40097,"Council on Aging of St. Lucie, Inc.",2020,Full,DR,0.0,1270.0,1270.0
40097,"Council on Aging of St. Lucie, Inc.",2020,Full,MB,0.0,0.0,0.0
40100,Santee Wateree Regional Transportation Authority,2020,Full,CB,8102.0,0.0,8102.0
40100,Santee Wateree Regional Transportation Authority,2020,Full,DR,10326.0,108511.0,118837.0
40100,Santee Wateree Regional Transportation Authority,2020,Full,MB,33719.0,0.0,33719.0
40104,Indian River County,2020,Full,DR,0.0,0.0,0.0
40104,Indian River County,2020,Full,MB,0.0,0.0,0.0
40105,Puerto Rico Highway and Transportation Authority - Público,2020,Full,PB,13874183.0,0.0,13874183.0
40108,Research Triangle Regional Public Transportation Authority,2020,Full,DR,54028.0,0.0,54028.0
40108,Research Triangle Regional Public Transportation Authority,2020,Full,MB,1304725.0,0.0,1304725.0
40108,Research Triangle Regional Public Transportation Authority,2020,Full,VP,357799.0,0.0,357799.0
40110,Charleston Area Regional Transportation Authority,2020,Full,CB,201660.0,491327.0,692987.0
40110,Charleston Area Regional Transportation Authority,2020,Full,DR,172851.0,0.0,172851.0
40110,Charleston Area Regional Transportation Authority,2020,Full,MB,2506341.0,0.0,2506341.0
40128,Okaloosa County Board of County Commissioners,2020,Full,DR,108274.0,111119.0,219393.0
40128,Okaloosa County Board of County Commissioners,2020,Full,MB,59579.0,0.0,59579.0
40129,Charlotte County Government,2020,Full,DR,55532.0,27286.0,82818.0
40138,Gwinnett County Board of Commissioners,2020,Full,CB,734211.0,0.0,734211.0
40138,Gwinnett County Board of Commissioners,2020,Full,DR,12039.0,0.0,12039.0
40138,Gwinnett County Board of Commissioners,2020,Full,MB,388766.0,0.0,388766.0
40140,Collier County,2020,Full,DR,145918.0,5793.0,151711.0
40140,Collier County,2020,Full,MB,578855.0,61520.0,640375.0
40141,Central Midlands Regional Transportation Authority,2020,Full,CB,26378.0,0.0,26378.0
40141,Central Midlands Regional Transportation Authority,2020,Full,DR,368814.0,0.0,368814.0
40141,Central Midlands Regional Transportation Authority,2020,Full,MB,1484877.0,310169.0,1795046.0
40141,Central Midlands Regional Transportation Authority,2020,Full,VP,32007.0,0.0,32007.0
40147,North Carolina State University,2020,Full,MB,5924669.0,0.0,5924669.0
40158,Lake County Board of County Commissioners,2020,Full,DR,69468.0,0.0,69468.0
40158,Lake County Board of County Commissioners,2020,Full,MB,99633.0,0.0,99633.0
40159,Regional Transportation Authority,2020,Full,CB,380656.0,0.0,380656.0
40159,Regional Transportation Authority,2020,Full,CR,772961.0,0.0,772961.0
40159,Regional Transportation Authority,2020,Full,MB,200016.0,0.0,200016.0
40159,Regional Transportation Authority,2020,Full,VP,150637.0,0.0,150637.0
40169,Regional Planning Commission of Greater Birmingham,2020,Full,VP,329190.0,0.0,329190.0
40171,Knoxville-Knox County Community Action Committee,2020,Full,DR,50617.0,1093567.0,1144184.0
40172,Western Piedmont Regional Transit Authority ,2020,Full,DR,58387.0,776052.0,834439.0
40172,Western Piedmont Regional Transit Authority ,2020,Full,MB,63142.0,0.0,63142.0
40173,Piedmont Authority for Regional Transportation,2020,Full,CB,342679.0,38399.0,381078.0
40173,Piedmont Authority for Regional Transportation,2020,Full,VP,531535.0,0.0,531535.0
40175,Puerto Rico Maritime Transport Authority ,2020,Full,FB,1468603.0,0.0,1468603.0
40178,The Transportation Management Association Group,2020,Full,DR,33670.0,0.0,33670.0
40178,The Transportation Management Association Group,2020,Full,MB,30746.0,0.0,30746.0
40178,The Transportation Management Association Group,2020,Full,VP,515989.0,0.0,515989.0
40180,University of Georgia,2020,Full,DR,10518.0,0.0,10518.0
40180,University of Georgia,2020,Full,MB,6491490.0,0.0,6491490.0
40185,Bay County Transportation Planning Organization,2020,Full,DR,25334.0,0.0,25334.0
40185,Bay County Transportation Planning Organization,2020,Full,MB,340100.0,0.0,340100.0
40191,Transit Authority of Central Kentucky,2020,Full,DR,1615551.0,0.0,1615551.0
40191,Transit Authority of Central Kentucky,2020,Full,MB,0.0,0.0,0.0
40191,Transit Authority of Central Kentucky,2020,Full,VP,169845.0,0.0,169845.0
40192,Martin County,2020,Full,CB,6783.0,0.0,6783.0
40192,Martin County,2020,Full,DR,6108.0,0.0,6108.0
40192,Martin County,2020,Full,MB,46523.0,2013.0,48536.0
