Agency,City,State,NTD ID,Reporter Type,Report Year,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Guideway,Stations,Administrative Buildings,Maintenance Buildings,Passenger Vehicles,Other Vehicles,Fare Collection Equipment,Communication & Information Systems,Other,Total
Fulton County Transit Authority,Fulton,KY,4R04-41179,Rural,2017,0.0,34,DR,DO,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94555.0
Thunderbay Transportation Authority,Alpena,MI,5R03-50233,Rural,2017,0.0,34,DR,PT,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3747671.0
Anne Arundel County,Annapolis,MD,30129,Full,2017,2203663.0,34,DR,DO,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Glendale,Glendale,CA,99423,Full,2017,12150996.0,34,MB,PT,28,0.0,0.0,0.0,199338.0,229461.0,0.0,0.0,0.0,0.0,428799.0
Altoona Metro Transit,Altoona,PA,30011,Full,2017,79930.0,34,MB,DO,21,0.0,72778.0,21446.0,43027.0,882281.0,26172.0,0.0,0.0,44051.0,1089755.0
Indian River County,Vero Beach,FL,40104,Full,2017,149422.0,34,DR,PT,18,0.0,0.0,0.0,0.0,65926.0,0.0,0.0,4110.0,4813.0,74849.0
Indian River County,Vero Beach,FL,40104,Full,2017,149422.0,34,MB,PT,16,0.0,95951.0,0.0,0.0,0.0,0.0,0.0,48177.0,104321.0,248449.0
Yuba-Sutter Transit Authority,Marysville,CA,90061,Full,2017,116719.0,34,MB,PT,14,0.0,0.0,0.0,38810.0,0.0,0.0,0.0,0.0,47767.0,86577.0
Altoona Metro Transit,Altoona,PA,30011,Full,2017,79930.0,34,DR,PT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuba-Sutter Transit Authority,Marysville,CA,90061,Full,2017,116719.0,34,DR,PT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuba-Sutter Transit Authority,Marysville,CA,90061,Full,2017,116719.0,34,CB,PT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thunderbay Transportation Authority,Alpena,MI,5R03-50233,Rural,2017,0.0,34,MB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156153.0
Altoona Metro Transit,Altoona,PA,30011,Full,2017,79930.0,34,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missoula Urban Transportation District,Missoula,MT,80009,Full,2017,82157.0,33,DR,DO,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kennebec Valley Community Action Program,Waterville,ME,1R03-10155,Rural,2017,0.0,33,MB,DO,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,40097,Full,2017,376047.0,33,MB,DO,9,0.0,22113.0,14757.0,0.0,0.0,0.0,0.0,58085.0,0.0,94955.0
El Dorado County Transit Authority,Diamond Springs,CA,90229,Full,2017,1723634.0,33,MB,DO,8,0.0,0.0,1434.0,0.0,2676691.0,125713.0,538.0,28654.0,0.0,2833030.0
Washington County Transit,West Bend,WI,50160,Full,2017,1376476.0,33,CB,PT,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Central Regional Transit District,Espanola,NM,6R03-60138,Rural,2017,0.0,33,DR,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229345.0
Martha's Vineyard Transit Authority,Edgartown,MA,1R02-10145,Rural,2017,0.0,33,DR,DO,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162086.0
Regional Planning Commission of Greater Birmingham,Birmingham,AL,40169,Full,2017,749495.0,33,VP,PT,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelby County ,Shelbyville,IL,5R01-50496,Rural,2017,0.0,33,DR,DO,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12169.0
Macoupin County,Carlinville,IL,5R01-50252,Rural,2017,0.0,33,DR,DO,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196380.0
Columbiana County/Community Action Rural Transit System,Lisbon,OH,5R05-50481,Rural,2017,0.0,33,DR,DO,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363092.0
Trailblazer Joint Powers Board,Gaylord,MN,5R04-50394,Rural,2017,0.0,33,DR,DO,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75794.0
RTS Ontario,Hudsonville,NY,2R02-20967,Rural,2017,0.0,33,MB,DO,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MAGB Transportation, Inc.",Fairview,OK,6R04-66274,Rural,2017,0.0,33,DR,DO,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151306.0
The Woodlands Township,The Woodlands,TX,60134,Full,2017,239938.0,33,CB,PT,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Woodlands Township,The Woodlands,TX,60134,Full,2017,239938.0,33,MB,PT,3,0.0,242223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242223.0
Martha's Vineyard Transit Authority,Edgartown,MA,1R02-10145,Rural,2017,0.0,33,MB,DO,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480914.0
North Central Regional Transit District,Espanola,NM,6R03-60138,Rural,2017,0.0,33,MB,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752236.0
Washington County Transit,West Bend,WI,50160,Full,2017,1376476.0,33,DR,PT,25,0.0,0.0,0.0,0.0,217852.0,0.0,0.0,0.0,0.0,217852.0
Missoula Urban Transportation District,Missoula,MT,80009,Full,2017,82157.0,33,MB,DO,24,0.0,10168.0,0.0,0.0,0.0,0.0,0.0,2888.0,72395.0,85451.0
Kennebec Valley Community Action Program,Waterville,ME,1R03-10155,Rural,2017,0.0,33,DR,DO,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,40097,Full,2017,376047.0,33,DR,DO,24,0.0,0.0,2018.0,0.0,123814.0,0.0,0.0,42645.0,0.0,168477.0
Paul Bunyan Transit,Bemidji,MN,5R04-50489,Rural,2017,0.0,33,DR,DO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98919.0
City of Macomb,Macomb,IL,5R01-50232,Rural,2017,0.0,33,MB,DO,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Dorado County Transit Authority,Diamond Springs,CA,90229,Full,2017,1723634.0,33,DR,DO,15,0.0,0.0,0.0,0.0,1160667.0,0.0,1800.0,95847.0,0.0,1258314.0
City of Macomb,Macomb,IL,5R01-50232,Rural,2017,0.0,33,DR,DO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477382.0
Paul Bunyan Transit,Bemidji,MN,5R04-50489,Rural,2017,0.0,33,MB,DO,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50038.0
El Dorado County Transit Authority,Diamond Springs,CA,90229,Full,2017,1723634.0,33,CB,DO,10,0.0,0.0,0.0,31094.0,0.0,0.0,2743.0,146060.0,283909.0,463806.0
Washington Hancock Community Agency,Ellsworth,ME,1R03-10146,Rural,2017,0.0,32,DR,DO,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136133.0
MIDAS Council of Governments,Fort Dodge,IA,7R01-70256,Rural,2017,0.0,32,DR,DO,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183235.0
Monsey New Square Trails Corporation,Spring Valley,NY,20135,Full,2017,18351295.0,32,CB,DO,32,0.0,0.0,0.0,0.0,140000.0,0.0,0.0,0.0,119000.0,259000.0
Chickasaw Nation,Ada,OK,60002,Reduced,2017,0.0,32,DR,DO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorchester County Council,Cambridge,MD,3R03-30161,Rural,2017,0.0,32,DR,DO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.0
Bay County Transportation Planning Organization,Panama City,FL,40185,Full,2017,143280.0,32,DR,PT,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,40071,Full,2017,286692.0,32,DR,DO,19,0.0,0.0,0.0,0.0,163377.0,0.0,0.0,6825.0,0.0,170202.0
Oswego County,Oswego,NY,2R02-20942,Rural,2017,0.0,32,MB,PT,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oswego County,Oswego,NY,2R02-20942,Rural,2017,0.0,32,DR,PT,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,40071,Full,2017,286692.0,32,MB,DO,13,0.0,0.0,0.0,0.0,640986.0,0.0,0.0,179908.0,13113.0,834007.0
Dorchester County Council,Cambridge,MD,3R03-30161,Rural,2017,0.0,32,MB,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bay County Transportation Planning Organization,Panama City,FL,40185,Full,2017,143280.0,32,MB,PT,10,0.0,135987.0,123906.0,39530.0,0.0,0.0,0.0,28887.0,148111.0,476421.0
Chickasaw Nation,Ada,OK,60002,Reduced,2017,0.0,32,VP,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AppalCart,Boone,NC,4R06-41127,Rural,2017,0.0,31,DR,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47307.0
Ride Solution,Palatka,FL,4R02-40920,Rural,2017,0.0,31,MB,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozaukee County Transit Services,Port Washington,WI,50161,Full,2017,1376476.0,31,CB,DO,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette Area Coordinated Transportation,Lemont Furnace,PA,30087,Full,2017,51370.0,31,MB,DO,7,0.0,0.0,0.0,295180.0,0.0,0.0,59216.0,14409.0,0.0,368805.0
New Castle Area Transit Authority,New Castle,PA,3R04-30151,Rural,2017,0.0,31,CB,DO,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Decatur Public Transit System,Decatur,IL,50061,Full,2017,93863.0,31,DT,PT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Decatur Public Transit System,Decatur,IL,50061,Full,2017,93863.0,31,DR,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte County Transit Division,Punta Gorda,FL,40129,Full,2017,169541.0,31,VP,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Castle Area Transit Authority,New Castle,PA,3R04-30151,Rural,2017,0.0,31,DR,PT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-91090,Rural,2017,0.0,31,DR,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93462.0
Ride Solution,Palatka,FL,4R02-40920,Rural,2017,0.0,31,VP,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa Northland Regional Council of Governments,Waterloo,IA,7R01-70064,Rural,2017,0.0,31,DR,DO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85335.0
Grand Gateway EDA/ Pelivan,Big Cabin,OK,6R04-60266,Rural,2017,0.0,31,DR,DO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198423.0
Mississippi Band of Choctaw Indians,Choctaw,MS,44925,Reduced,2017,0.0,31,DR,DO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141059.0
Columbia County,St. Helens,OR,0R02-00375,Rural,2017,0.0,31,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette Area Coordinated Transportation,Lemont Furnace,PA,30087,Full,2017,51370.0,31,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,25378.0,6175.0,0.0,31553.0
Charlotte County Transit Division,Punta Gorda,FL,40129,Full,2017,169541.0,31,DR,PT,25,0.0,0.0,0.0,15388.0,0.0,0.0,0.0,0.0,12953.0,28341.0
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-91090,Rural,2017,0.0,31,MB,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533197.0
Ozaukee County Transit Services,Port Washington,WI,50161,Full,2017,1376476.0,31,DR,PT,24,0.0,0.0,0.0,0.0,395204.0,0.0,0.0,0.0,0.0,395204.0
AppalCart,Boone,NC,4R06-41127,Rural,2017,0.0,31,MB,DO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317754.0
Billings Metropolitan Transit,Billings,MT,80004,Full,2017,114773.0,31,MB,DO,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12531.0,0.0,12531.0
Fayette Area Coordinated Transportation,Lemont Furnace,PA,30087,Full,2017,51370.0,31,DR,PT,2,0.0,0.0,0.0,0.0,60448.0,0.0,0.0,0.0,0.0,60448.0
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-91090,Rural,2017,0.0,31,CB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82360.0
Decatur Public Transit System,Decatur,IL,50061,Full,2017,93863.0,31,MB,DO,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ride Solution,Palatka,FL,4R02-40920,Rural,2017,0.0,31,DR,DO,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Pasadena,Pasadena,CA,99424,Reduced,2017,12150996.0,31,MB,PT,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749707.0
Fayette Area Coordinated Transportation,Lemont Furnace,PA,30087,Full,2017,51370.0,31,DR,DO,19,0.0,0.0,0.0,165866.0,435983.0,0.0,0.0,25421.0,0.0,627270.0
"Human Resource Development Council District IX, Inc.",Bozeman,MT,8R02-80235,Rural,2017,0.0,31,MB,DO,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69058.0
New Castle Area Transit Authority,New Castle,PA,3R04-30151,Rural,2017,0.0,31,MB,DO,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274659.0
Columbia County,St. Helens,OR,0R02-00375,Rural,2017,0.0,31,CB,PT,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196983.0
"City of Jackson, Department of Planning and Development, Transit Services Division ",Jackson,MS,40015,Full,2017,351478.0,31,DR,PT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40464.0,0.0,40464.0
Rainbow Rider Transit Board,Lowry,MN,5R04-50231,Rural,2017,0.0,31,MB,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112456.0
Rainbow Rider Transit Board,Lowry,MN,5R04-50231,Rural,2017,0.0,31,DR,DO,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109799.0
"City of Jackson, Department of Planning and Development, Transit Services Division ",Jackson,MS,40015,Full,2017,351478.0,31,MB,PT,14,0.0,0.0,0.0,0.0,684775.0,0.0,0.0,107695.0,6542.0,799012.0
"Human Resource Development Council District IX, Inc.",Bozeman,MT,8R02-80235,Rural,2017,0.0,31,DR,DO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65198.0
City of Pasadena,Pasadena,CA,99424,Reduced,2017,12150996.0,31,DR,PT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635314.0
Billings Metropolitan Transit,Billings,MT,80004,Full,2017,114773.0,31,DR,DO,11,0.0,0.0,0.0,0.0,160802.0,0.0,0.0,0.0,0.0,160802.0
Columbia County,St. Helens,OR,0R02-00375,Rural,2017,0.0,31,DR,PT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60295.0
GO Transit,Oshkosh,WI,50009,Full,2017,74495.0,30,MB,DO,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
People for People Moses Lake,Moses Lake,WA,0R03-00287,Rural,2017,0.0,30,CB,DO,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330521.0
City of Brownsville - Brownsville Metro,Brownsville,TX,60014,Full,2017,217585.0,30,DR,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Brownsville - Brownsville Metro,Brownsville,TX,60014,Full,2017,217585.0,30,CB,PT,6,0.0,0.0,0.0,0.0,83730.0,0.0,0.0,0.0,0.0,83730.0
Gaston County,Gastonia,NC,40221,Reduced,2017,169495.0,30,DR,PT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Crescent Regional Planning Commission,Victoria,TX,60095,Reduced,2017,63683.0,30,CB,DO,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll County Department of Public Works,Westminster,MD,30092,Reduced,2017,72714.0,30,MB,PT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22960.0
Cullman County Commission,Cullman,AL,4R01-40965,Rural,2017,0.0,30,DR,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22830.0
Rural Office of Community Services,Lake Andes,SD,8R04-80182,Rural,2017,0.0,30,DR,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81824.0
Shelby County Government,Memphis,TN,40247,Reduced,2017,1060061.0,30,VP,PT,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mid-Ohio Regional Planning Commission,Columbus,OH,50191,Full,2017,1368035.0,30,VP,PT,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldo Community Action Partners,Belfast,ME,1R03-10169,Rural,2017,0.0,30,DR,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jalbert Leasing, Inc. ",Portsmouth,NH,10122,Reduced,2017,88200.0,30,CB,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857882.0
"West River Transit Authority, Inc.",Spearfish,SD,8R04-80253,Rural,2017,0.0,30,DR,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240847.0
City of San Juan,San Juan,PR,40112,Reduced,2017,2148346.0,30,MB,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707888.0
Seneca County Agency Transportation,Tiffin,OH,5R05-50440,Rural,2017,0.0,30,DR,DO,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149286.0
Lee-Russell Council of Governments,Opelika,AL,40073,Reduced,2017,74741.0,30,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Central Adult Services,Valley City,ND,8R03-80125,Rural,2017,0.0,30,DR,DO,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79230.0
Lee-Russell Council of Governments,Opelika,AL,40073,Reduced,2017,74741.0,30,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll County Department of Public Works,Westminster,MD,30092,Reduced,2017,72714.0,30,DR,PT,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283440.0
Gaston County,Gastonia,NC,40221,Reduced,2017,169495.0,30,DR,DO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
People for People Moses Lake,Moses Lake,WA,0R03-00287,Rural,2017,0.0,30,DR,DO,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303691.0
GO Transit,Oshkosh,WI,50009,Full,2017,74495.0,30,DT,PT,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston County,Gastonia,NC,40221,Reduced,2017,169495.0,30,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Central Adult Services,Valley City,ND,8R03-80125,Rural,2017,0.0,30,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaCrosse Municipal Transit Utility,La Crosse,WI,50004,Full,2017,100868.0,30,MB,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Brownsville - Brownsville Metro,Brownsville,TX,60014,Full,2017,217585.0,30,MB,DO,16,0.0,183190.0,67132.0,0.0,392023.0,0.0,0.0,0.0,0.0,642345.0
Golden Crescent Regional Planning Commission,Victoria,TX,60095,Reduced,2017,63683.0,30,DR,DO,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602509.0
LaCrosse Municipal Transit Utility,La Crosse,WI,50004,Full,2017,100868.0,30,DR,PT,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Crescent Regional Planning Commission,Victoria,TX,60095,Reduced,2017,63683.0,30,MB,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36530.0
GO Transit,Oshkosh,WI,50009,Full,2017,74495.0,30,MB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Tyler,Tyler,TX,60089,Reduced,2017,130247.0,29,DR,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Access Johnson County ,FRANKLIN,IN,5R02-50256,Rural,2017,0.0,29,MB,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Tyler,Tyler,TX,60089,Reduced,2017,130247.0,29,MB,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758400.0
North Township of Lake County Dial-A-Ride,Hammond,IN,50103,Full,2017,8608208.0,29,DR,DO,6,0.0,0.0,0.0,0.0,66141.0,0.0,0.0,0.0,0.0,66141.0
McLean County,Bloomington,IL,5R01-50338,Rural,2017,0.0,29,MB,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norwalk Transit System,Norwalk,CA,90022,Full,2017,12150996.0,29,DR,PT,5,0.0,0.0,0.0,0.0,58404.0,0.0,0.0,0.0,0.0,58404.0
Davidson County Transportation,Lexington,NC,40131,Reduced,2017,166485.0,29,MB,DO,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Alabama Regional Planning and Development Commission,Anniston,AL,40064,Reduced,2017,79796.0,29,MB,PT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37844.0
New York City Department of Transportation,New York,NY,20082,Full,2017,18351295.0,29,FB,DO,4,0.0,14021662.0,0.0,0.0,0.0,0.0,0.0,0.0,19363247.0,33384909.0
City of Kokomo,Kokomo,IN,50145,Full,2017,62182.0,29,MB,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Island Transit,Galveston,TX,60015,Reduced,2017,0.0,29,DR,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10993.0
Cape Girardeau County Transit Authority,Cape Girardeau,MO,70051,Reduced,2017,52900.0,29,VP,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27483.0
Cape Girardeau County Transit Authority,Cape Girardeau,MO,70051,Reduced,2017,52900.0,29,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113151.0
Ottawa County Transportation Agency,Oak Harbor,OH,5R05-50298,Rural,2017,0.0,29,DR,DO,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333584.0
"Aaron E. Henry Community Health Services Center,In",Clarksdale,MS,4R05-41183,Rural,2017,0.0,29,DR,DO,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238193.0
Pima Association of Governments,Tucson,AZ,90222,Full,2017,843168.0,29,VP,PT,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greater Portland Transit District,Portland,ME,10016,Full,2017,203914.0,29,MB,DO,29,0.0,65388.0,323868.0,5604.0,128137.0,0.0,0.0,17550.0,65784.0,606331.0
Special Programs for Aging Needs,Denton,TX,60116,Reduced,2017,366174.0,29,DR,DO,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588816.0
Berkeley Charleston Dorchester RTMA,Moncks Corner,SC,40206,Reduced,2017,548404.0,29,CB,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0
East Alabama Regional Planning and Development Commission,Anniston,AL,40064,Reduced,2017,79796.0,29,DR,PT,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338837.0
New York City Department of Transportation,New York,NY,20082,Full,2017,18351295.0,29,CB,PT,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Kokomo,Kokomo,IN,50145,Full,2017,62182.0,29,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8761.0,0.0,8761.0
Norwalk Transit System,Norwalk,CA,90022,Full,2017,12150996.0,29,MB,DO,24,0.0,0.0,0.0,463536.0,0.0,0.0,0.0,0.0,210863.0,674399.0
Davidson County Transportation,Lexington,NC,40131,Reduced,2017,166485.0,29,DR,PT,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Girardeau County Transit Authority,Cape Girardeau,MO,70051,Reduced,2017,52900.0,29,DR,DO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322195.0
North Township of Lake County Dial-A-Ride,Hammond,IN,50103,Full,2017,8608208.0,29,DT,PT,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McLean County,Bloomington,IL,5R01-50338,Rural,2017,0.0,29,DR,DO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206802.0
Access Johnson County ,FRANKLIN,IN,5R02-50256,Rural,2017,0.0,29,DR,DO,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163174.0
Handitran Special Transit Division - City of Arlington,Arlington,TX,60041,Full,2017,5121892.0,29,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkeley Charleston Dorchester RTMA,Moncks Corner,SC,40206,Reduced,2017,548404.0,29,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette County Transit Authority,Marquette ,MI,5R03-50427,Rural,2017,0.0,29,DR,DO,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61056.0
Handitran Special Transit Division - City of Arlington,Arlington,TX,60041,Full,2017,5121892.0,29,DR,DO,16,0.0,0.0,0.0,0.0,92660.0,0.0,0.0,0.0,0.0,92660.0
Redding Area Bus Authority,Redding,CA,90093,Full,2017,117731.0,29,DR,PT,16,0.0,0.0,0.0,0.0,381408.0,0.0,0.0,0.0,0.0,381408.0
