ntd_id,agency_name,reporting_module,mode,expense_type,passenger_paid_fares,organization_paid_fares,total_fares
31029,"Blair Senior Services, Inc.",Rural,DR,Funds Expended on Operations,76975,1330737.0,1407712.0
31031,"Call-A-Ride Service, Inc.",Rural,DR,Funds Expended on Operations,40751,645280.0,686031.0
31032,Clarion County,Rural,DR,Funds Expended on Operations,8913,900933.0,909846.0
31034,Forest County Transportation,Rural,DR,Funds Expended on Operations,8256,369982.0,378238.0
31035,Wayne County Area Agency on Aging,Rural,DR,Funds Expended on Operations,64842,1848347.0,1913189.0
31036,"STEP, Inc.",Rural,DR,Funds Expended on Operations,62679,1661562.0,1724241.0
31036,"STEP, Inc.",Rural,DR,Funds Expended on Operations,259,35111.0,35370.0
31038,Pike County,Rural,DR,Funds Expended on Operations,29044,446011.0,475055.0
31039,Huntingdon-Bedford-Fulton Area Agency on Aging,Rural,DR,Funds Expended on Operations,86831,1105670.0,1192501.0
31040,Greene County - PA,Rural,DR,Funds Expended on Operations,19458,777324.0,796782.0
31041,County of Butler,Rural,DR,Funds Expended on Operations,11239,317419.0,328658.0
31042,Centre County Transportation,Rural,DR,Funds Expended on Operations,16558,1084995.0,1101553.0
31044,Somerset County,Rural,DR,Funds Expended on Operations,20219,362200.0,382419.0
31045,Susquehanna County Commissioners,Rural,DR,Funds Expended on Operations,43372,1075609.0,1118981.0
40001,Chattanooga Area Regional Transportation Authority,Urban,DR,Funds Earned During Period,107973,0.0,107973.0
40001,Chattanooga Area Regional Transportation Authority,Urban,IP,Funds Earned During Period,3005198,0.0,3005198.0
40001,Chattanooga Area Regional Transportation Authority,Urban,MB,Funds Earned During Period,1285314,0.0,1285314.0
40002,City of Knoxville,Urban,DR,Funds Earned During Period,129348,0.0,129348.0
40002,City of Knoxville,Urban,MB,Funds Earned During Period,914048,153150.0,1067198.0
40003,City of Memphis,Urban,DR,Funds Earned During Period,130540,0.0,130540.0
40003,City of Memphis,Urban,MB,Funds Earned During Period,1545252,0.0,1545252.0
40003,City of Memphis,Urban,SR,Funds Earned During Period,125496,0.0,125496.0
40004,Metropolitan Transit Authority,Urban,DR,Funds Earned During Period,622738,28027.0,650765.0
40004,Metropolitan Transit Authority,Urban,DR,Funds Earned During Period,526879,13627.0,540506.0
40004,Metropolitan Transit Authority,Urban,MB,Funds Earned During Period,5044927,719736.0,5764663.0
40005,City of Asheville,Urban,MB,Funds Earned During Period,479222,0.0,479222.0
40006,Cape Fear Public Transportation Authority,Urban,DR,Funds Earned During Period,68070,373823.0,441893.0
40006,Cape Fear Public Transportation Authority,Urban,MB,Funds Earned During Period,479100,847635.0,1326735.0
40007,City of Raleigh,Urban,DR,Funds Earned During Period,50596,0.0,50596.0
40007,City of Raleigh,Urban,MB,Funds Earned During Period,125,0.0,125.0
40008,City of Charlotte North Carolina,Urban,CB,Funds Earned During Period,707481,263021.0,970502.0
40008,City of Charlotte North Carolina,Urban,DR,Funds Earned During Period,517185,0.0,517185.0
40008,City of Charlotte North Carolina,Urban,LR,Funds Earned During Period,3128204,1516969.0,4645173.0
40008,City of Charlotte North Carolina,Urban,MB,Funds Earned During Period,6008081,382028.0,6390109.0
40008,City of Charlotte North Carolina,Urban,VP,Funds Earned During Period,188225,0.0,188225.0
40009,City of Fayetteville,Urban,DR,Funds Earned During Period,215,0.0,215.0
40009,City of Fayetteville,Urban,MB,Funds Earned During Period,936,0.0,936.0
40011,City of High Point,Urban,DR,Funds Expended on Operations,31894,0.0,31894.0
40011,City of High Point,Urban,MB,Funds Expended on Operations,233339,0.0,233339.0
40012,City of Winston Salem,Urban,DR,Funds Earned During Period,113253,405619.0,518872.0
40012,City of Winston Salem,Urban,MB,Funds Earned During Period,801953,0.0,801953.0
40014,Ms Coast Transportation Authority,Urban,DR,Funds Earned During Period,18968,228931.0,247899.0
40014,Ms Coast Transportation Authority,Urban,MB,Funds Earned During Period,538777,0.0,538777.0
40014,Ms Coast Transportation Authority,Urban,VP,Funds Earned During Period,405732,0.0,405732.0
40015,"City of Jackson, MS",Urban,DR,Funds Earned During Period,78898,12889.0,91787.0
40015,"City of Jackson, MS",Urban,MB,Funds Earned During Period,249869,51552.0,301421.0
40016,City of Ashland,Urban,DR,Funds Expended on Operations,9150,0.0,9150.0
40016,City of Ashland,Urban,MB,Funds Expended on Operations,14108,0.0,14108.0
40017,Lexington Transit Authority,Urban,DR,Funds Earned During Period,282004,0.0,282004.0
40017,Lexington Transit Authority,Urban,MB,Funds Earned During Period,972803,2339246.0,3312049.0
40017,Lexington Transit Authority,Urban,VP,Funds Earned During Period,83381,0.0,83381.0
40018,Transit Authority of River City,Urban,DR,Funds Earned During Period,412765,0.0,412765.0
40018,Transit Authority of River City,Urban,DR,Funds Earned During Period,458285,0.0,458285.0
40018,Transit Authority of River City,Urban,MB,Funds Earned During Period,5414353,561407.0,5975760.0
40018,Transit Authority of River City,Urban,MB,Funds Earned During Period,186,2538.0,2724.0
40019,Transit Authority of Northern Kentucky,Urban,DR,Funds Earned During Period,217851,191377.0,409228.0
40019,Transit Authority of Northern Kentucky,Urban,MB,Funds Earned During Period,1978297,261169.0,2239466.0
40020,City of Owensboro,Urban,MB,Funds Expended on Operations,34544,0.0,34544.0
40021,City of Albany,Urban,DR,Funds Earned During Period,31166,0.0,31166.0
40021,City of Albany,Urban,MB,Funds Earned During Period,210151,303156.0,513307.0
40022,Metropolitan Atlanta Rapid Transit Authority,Urban,DR,Funds Earned During Period,708670,0.0,708670.0
40022,Metropolitan Atlanta Rapid Transit Authority,Urban,HR,Funds Earned During Period,35871984,0.0,35871984.0
40022,Metropolitan Atlanta Rapid Transit Authority,Urban,MB,Funds Earned During Period,26841275,0.0,26841275.0
40022,Metropolitan Atlanta Rapid Transit Authority,Urban,SR,Funds Earned During Period,35541,0.0,35541.0
40023,Augusta Richmond County Transit Department,Urban,DR,Funds Earned During Period,51626,0.0,51626.0
40023,Augusta Richmond County Transit Department,Urban,MB,Funds Earned During Period,326491,0.0,326491.0
40024,Columbus Consolidated Government,Urban,DR,Funds Expended on Operations,75556,0.0,75556.0
40024,Columbus Consolidated Government,Urban,MB,Funds Expended on Operations,513001,0.0,513001.0
40025,Chatham Area Transit Authority,Urban,DR,Funds Earned During Period,90569,0.0,90569.0
40025,Chatham Area Transit Authority,Urban,FB,Funds Earned During Period,0,870706.0,870706.0
40025,Chatham Area Transit Authority,Urban,MB,Funds Earned During Period,1317914,1430299.0,2748213.0
40026,Manatee County Board of County Commissioners,Urban,DR,Funds Earned During Period,91211,92634.0,183845.0
40026,Manatee County Board of County Commissioners,Urban,MB,Funds Earned During Period,727477,0.0,727477.0
40027,Pinellas Suncoast Transit Authority,Urban,DR,Funds Earned During Period,267949,0.0,267949.0
40027,Pinellas Suncoast Transit Authority,Urban,DR,Funds Earned During Period,237617,0.0,237617.0
40027,Pinellas Suncoast Transit Authority,Urban,DR,Funds Earned During Period,204164,0.0,204164.0
40027,Pinellas Suncoast Transit Authority,Urban,MB,Funds Earned During Period,6071842,0.0,6071842.0
40027,Pinellas Suncoast Transit Authority,Urban,MB,Funds Earned During Period,227348,0.0,227348.0
40028,Lee County Transit,Urban,DR,Funds Earned During Period,753192,0.0,753192.0
40028,Lee County Transit,Urban,MB,Funds Earned During Period,1698542,0.0,1698542.0
40029,Broward County Board of County Commissioners,Urban,DR,Funds Earned During Period,590795,0.0,590795.0
40029,Broward County Board of County Commissioners,Urban,MB,Funds Earned During Period,22338959,0.0,22338959.0
40029,Broward County Board of County Commissioners,Urban,MB,Funds Earned During Period,50289,0.0,50289.0
40030,"City of Gainesville, FL",Urban,DR,Funds Earned During Period,107206,0.0,107206.0
40030,"City of Gainesville, FL",Urban,MB,Funds Earned During Period,316285,13741873.0,14058158.0
40030,"City of Gainesville, FL",Urban,VP,Funds Earned During Period,85081,0.0,85081.0
40031,Lakeland Area Mass Transit District,Urban,DR,Funds Earned During Period,113421,52388.0,165809.0
40031,Lakeland Area Mass Transit District,Urban,DR,Funds Earned During Period,5523,0.0,5523.0
40031,Lakeland Area Mass Transit District,Urban,MB,Funds Earned During Period,264882,173109.0,437991.0
40031,Lakeland Area Mass Transit District,Urban,MB,Funds Earned During Period,17961,0.0,17961.0
40032,County of Volusia,Urban,DR,Funds Earned During Period,414555,0.0,414555.0
40032,County of Volusia,Urban,DR,Funds Earned During Period,122894,0.0,122894.0
40032,County of Volusia,Urban,DR,Funds Earned During Period,54741,0.0,54741.0
40032,County of Volusia,Urban,MB,Funds Earned During Period,1971947,0.0,1971947.0
40032,County of Volusia,Urban,VP,Funds Earned During Period,94443,0.0,94443.0
40034,County of Miami-Dade,Urban,CB,Funds Earned During Period,221689,0.0,221689.0
40034,County of Miami-Dade,Urban,DR,Funds Earned During Period,4636433,0.0,4636433.0
40034,County of Miami-Dade,Urban,HR,Funds Earned During Period,7092534,4470384.0,11562918.0
40034,County of Miami-Dade,Urban,MB,Funds Earned During Period,38945159,12195537.0,51140696.0
40034,County of Miami-Dade,Urban,MB,Funds Earned During Period,936770,0.0,936770.0
40034,County of Miami-Dade,Urban,VP,Funds Earned During Period,1987879,0.0,1987879.0
40035,Central Florida Regional Transportation Authority,Urban,DR,Funds Earned During Period,2045550,0.0,2045550.0
40035,Central Florida Regional Transportation Authority,Urban,MB,Funds Earned During Period,15924789,166006.0,16090795.0
40035,Central Florida Regional Transportation Authority,Urban,MB,Funds Earned During Period,62526,0.0,62526.0
40035,Central Florida Regional Transportation Authority,Urban,VP,Funds Earned During Period,777428,0.0,777428.0
40036,City of Tallahassee,Urban,DR,Funds Earned During Period,128506,0.0,128506.0
40036,City of Tallahassee,Urban,DR,Funds Earned During Period,67021,0.0,67021.0
40036,City of Tallahassee,Urban,DR,Funds Earned During Period,85173,0.0,85173.0
40036,City of Tallahassee,Urban,MB,Funds Earned During Period,672458,4920996.0,5593454.0
40036,City of Tallahassee,Urban,MB,Funds Earned During Period,2584,0.0,2584.0
40037,"Board of County Commissioners, Palm Beach County",Urban,DR,Funds Earned During Period,2295398,0.0,2295398.0
40037,"Board of County Commissioners, Palm Beach County",Urban,MB,Funds Earned During Period,6535945,864370.0,7400315.0
40038,"Escambia County Board of County Commissioners, FL",Urban,DR,Funds Earned During Period,326768,92679.0,419447.0
40038,"Escambia County Board of County Commissioners, FL",Urban,MB,Funds Earned During Period,473737,270872.0,744609.0
40040,Jacksonville Transportation Authority,Urban,CB,Funds Earned During Period,11094,0.0,11094.0
40040,Jacksonville Transportation Authority,Urban,DR,Funds Earned During Period,676204,0.0,676204.0
40040,Jacksonville Transportation Authority,Urban,FB,Funds Earned During Period,1432549,0.0,1432549.0
40040,Jacksonville Transportation Authority,Urban,MB,Funds Earned During Period,5855389,25763.0,5881152.0
40040,Jacksonville Transportation Authority,Urban,MB,Funds Earned During Period,16694,0.0,16694.0
40041,Hillsborough Area Regional Transit Authority,Urban,DR,Funds Earned During Period,283746,458440.0,742186.0
40041,Hillsborough Area Regional Transit Authority,Urban,DR,Funds Earned During Period,123108,0.0,123108.0
40041,Hillsborough Area Regional Transit Authority,Urban,MB,Funds Earned During Period,5651864,1650569.0,7302433.0
40042,Birmingham-Jefferson County Transit Authority,Urban,DR,Funds Earned During Period,115698,0.0,115698.0
40042,Birmingham-Jefferson County Transit Authority,Urban,MB,Funds Earned During Period,1105131,0.0,1105131.0
40043,City of Mobile,Urban,DR,Funds Earned During Period,95516,34655.0,130171.0
40043,City of Mobile,Urban,MB,Funds Earned During Period,439671,0.0,439671.0
40044,City of Montgomery,Urban,DR,Funds Earned During Period,47332,0.0,47332.0
40044,City of Montgomery,Urban,MB,Funds Earned During Period,310838,0.0,310838.0
40045,Tuscaloosa County Parking and Transit Authority,Urban,DR,Funds Expended on Operations,27646,0.0,27646.0
40045,Tuscaloosa County Parking and Transit Authority,Urban,MB,Funds Expended on Operations,75547,0.0,75547.0
40046,Sarasota County,Urban,DR,Funds Earned During Period,577899,0.0,577899.0
40046,Sarasota County,Urban,MB,Funds Earned During Period,1006876,0.0,1006876.0
40047,Athens-Clarke County Unified Government,Urban,MB,Funds Earned During Period,2,0.0,2.0
40053,Greenville Transit Authority,Urban,DR,Funds Earned During Period,31320,0.0,31320.0
40053,Greenville Transit Authority,Urban,MB,Funds Earned During Period,516887,136667.0,653554.0
40054,City of Johnson City,Urban,DR,Funds Expended on Operations,70869,0.0,70869.0
40054,City of Johnson City,Urban,MB,Funds Expended on Operations,109225,212582.0,321807.0
40055,City of Bristol Tennessee,Urban,DR,Funds Expended on Operations,466,0.0,466.0
40055,City of Bristol Tennessee,Urban,MB,Funds Expended on Operations,9910,0.0,9910.0
40056,Pee Dee Regional Transportation Authority,Urban,DR,Funds Expended on Operations,2127,0.0,2127.0
40056,Pee Dee Regional Transportation Authority,Urban,MB,Funds Expended on Operations,176019,25557.0,201576.0
40057,Jackson Transit Authority,Urban,DR,Funds Earned During Period,39522,157836.0,197358.0
40057,Jackson Transit Authority,Urban,MB,Funds Earned During Period,151455,18609.0,170064.0
40058,City of Rome,Urban,DR,Funds Earned During Period,12523,219332.0,231855.0
40058,City of Rome,Urban,MB,Funds Earned During Period,23,0.0,23.0
40060,City of Hattiesburg,Urban,DR,Funds Expended on Operations,1182,0.0,1182.0
40060,City of Hattiesburg,Urban,MB,Funds Expended on Operations,20028,0.0,20028.0
40063,Brevard Board of County Commissioners,Urban,DR,Funds Earned During Period,112383,99692.0,212075.0
40063,Brevard Board of County Commissioners,Urban,MB,Funds Earned During Period,742118,87600.0,829718.0
40063,Brevard Board of County Commissioners,Urban,VP,Funds Earned During Period,201942,0.0,201942.0
40064,East Alabama Regional Planning and Development Commission,Urban,DR,Funds Expended on Operations,76596,0.0,76596.0
40064,East Alabama Regional Planning and Development Commission,Urban,MB,Funds Expended on Operations,0,165.0,165.0
40068,Northwest Alabama Council of Local Governments,Urban,DR,Funds Earned During Period,128404,128404.0,256808.0
40071,"City of Huntsville, Alabama",Urban,DR,Funds Earned During Period,160485,48286.0,208771.0
40071,"City of Huntsville, Alabama",Urban,MB,Funds Earned During Period,281411,15622.0,297033.0
40073,Lee-Russell Council of Governments,Urban,DR,Funds Expended on Operations,0,4485.0,4485.0
40074,Pasco County Board of County Commissioners,Urban,DR,Funds Earned During Period,44585,64555.0,109140.0
40074,Pasco County Board of County Commissioners,Urban,MB,Funds Earned During Period,530895,0.0,530895.0
40077,South Florida Regional Transportation Authority,Urban,CR,Funds Earned During Period,8862905,0.0,8862905.0
40077,South Florida Regional Transportation Authority,Urban,MB,Funds Earned During Period,0,100000.0,100000.0
40078,Cobb County,Urban,CB,Funds Earned During Period,15025,0.0,15025.0
40078,Cobb County,Urban,DR,Funds Earned During Period,25896,0.0,25896.0
40078,Cobb County,Urban,MB,Funds Earned During Period,1811628,0.0,1811628.0
40080,City of Kingsport,Urban,DR,Funds Expended on Operations,22920,264.0,23184.0
40080,City of Kingsport,Urban,MB,Funds Expended on Operations,40165,760.0,40925.0
40081,City of Anderson,Urban,MB,Funds Expended on Operations,35731,0.0,35731.0
40082,County of Douglas,Urban,DR,Funds Earned During Period,5244,0.0,5244.0
40082,County of Douglas,Urban,MB,Funds Earned During Period,22347,0.0,22347.0
40086,Metropolitan Bus Authority,Urban,DR,Funds Earned During Period,48281,0.0,48281.0
40086,Metropolitan Bus Authority,Urban,MB,Funds Earned During Period,791955,0.0,791955.0
40092,City of Clarksville,Urban,DR,Funds Expended on Operations,83195,2650.0,85845.0
40092,City of Clarksville,Urban,MB,Funds Expended on Operations,300990,218210.0,519200.0
40093,City of Greensboro,Urban,DR,Funds Earned During Period,207437,0.0,207437.0
40093,City of Greensboro,Urban,MB,Funds Earned During Period,1335009,839704.0,2174713.0
40094,Alternativa de Transporte Integrado -ATI,Urban,DR,Funds Earned During Period,198,0.0,198.0
40094,Alternativa de Transporte Integrado -ATI,Urban,HR,Funds Earned During Period,3140355,0.0,3140355.0
40094,Alternativa de Transporte Integrado -ATI,Urban,MB,Funds Earned During Period,404971,0.0,404971.0
40096,City of Rocky Mount,Urban,DR,Funds Expended on Operations,144022,1777360.0,1921382.0
40096,City of Rocky Mount,Urban,MB,Funds Expended on Operations,162374,0.0,162374.0
40100,Santee Wateree Regional Transportation Authority,Urban,CB,Funds Earned During Period,4407,15690.0,20097.0
40100,Santee Wateree Regional Transportation Authority,Urban,DR,Funds Earned During Period,13867,38014.0,51881.0
40100,Santee Wateree Regional Transportation Authority,Urban,MB,Funds Earned During Period,27882,0.0,27882.0
40101,Spartanburg Transit System,Urban,MB,Funds Expended on Operations,122792,0.0,122792.0
40102,Waccamaw Regional Transportation Authority,Urban,DR,Funds Expended on Operations,31,0.0,31.0
40102,Waccamaw Regional Transportation Authority,Urban,MB,Funds Expended on Operations,5207,0.0,5207.0
40103,Wiregrass Transit Authority,Urban,DR,Funds Expended on Operations,75541,0.0,75541.0
40105,Puerto Rico Highway and Transportation Authority – Público,Urban,PB,Funds Earned During Period,11764061,0.0,11764061.0
40108,Research Triangle Regional Public Transportation Authority,Urban,MB,Funds Earned During Period,0,7361.0,7361.0
40108,Research Triangle Regional Public Transportation Authority,Urban,VP,Funds Earned During Period,159175,0.0,159175.0
40110,Charleston Area Regional Transportation Authority,Urban,CB,Funds Earned During Period,91421,0.0,91421.0
40110,Charleston Area Regional Transportation Authority,Urban,DR,Funds Earned During Period,271768,0.0,271768.0
40110,Charleston Area Regional Transportation Authority,Urban,MB,Funds Earned During Period,2339547,723671.0,3063218.0
40120,"City of Ocala, Florida",Urban,DR,Funds Expended on Operations,30916,0.0,30916.0
40120,"City of Ocala, Florida",Urban,MB,Funds Expended on Operations,143311,0.0,143311.0
40128,Okaloosa County Board of County Commissioners,Urban,DR,Funds Earned During Period,84839,82127.0,166966.0
40128,Okaloosa County Board of County Commissioners,Urban,MB,Funds Earned During Period,59030,0.0,59030.0
40129,Charlotte County Government,Urban,DR,Funds Earned During Period,6175,26215.0,32390.0
40130,Macon-Bibb County Transit Authority,Urban,DR,Funds Expended on Operations,79695,0.0,79695.0
40130,Macon-Bibb County Transit Authority,Urban,MB,Funds Expended on Operations,321640,0.0,321640.0
40131,Davidson County,Urban,MB,Funds Expended on Operations,0,62.0,62.0
40132,Goldsboro-Wayne Transportation Authority,Urban,DR,Funds Expended on Operations,42146,179670.0,221816.0
40132,Goldsboro-Wayne Transportation Authority,Urban,MB,Funds Expended on Operations,91231,5355.0,96586.0
40133,Guilford County,Urban,DR,Funds Expended on Operations,11784,0.0,11784.0
40138,Gwinnett County Board of Commissioners,Urban,CB,Funds Earned During Period,690668,0.0,690668.0
40138,Gwinnett County Board of Commissioners,Urban,DR,Funds Earned During Period,40989,0.0,40989.0
40138,Gwinnett County Board of Commissioners,Urban,MB,Funds Earned During Period,1027312,0.0,1027312.0
40140,Collier County,Urban,DR,Funds Earned During Period,173403,6188.0,179591.0
40140,Collier County,Urban,MB,Funds Earned During Period,780612,0.0,780612.0
40141,Central Midlands Regional Transportation Authority,Urban,CB,Funds Earned During Period,7419,0.0,7419.0
40141,Central Midlands Regional Transportation Authority,Urban,DR,Funds Earned During Period,142535,0.0,142535.0
40141,Central Midlands Regional Transportation Authority,Urban,DR,Funds Earned During Period,201684,0.0,201684.0
40141,Central Midlands Regional Transportation Authority,Urban,MB,Funds Earned During Period,1404820,2052839.0,3457659.0
40141,Central Midlands Regional Transportation Authority,Urban,VP,Funds Earned During Period,214768,0.0,214768.0
40143,Town of Cary,Urban,DR,Funds Expended on Operations,67227,11101.0,78328.0
40144,City of Gainesville,Urban,DR,Funds Expended on Operations,164672,0.0,164672.0
40146,Hernando County Board of County Commissioners,Urban,DR,Funds Expended on Operations,17431,0.0,17431.0
40146,Hernando County Board of County Commissioners,Urban,MB,Funds Expended on Operations,90293,865.0,91158.0
40155,"St Johns County, Florida",Urban,DR,Funds Expended on Operations,35417,78068.0,113485.0
40155,"St Johns County, Florida",Urban,MB,Funds Expended on Operations,46509,0.0,46509.0
40156,Lower Savannah COG,Urban,DR,Funds Expended on Operations,10761,0.0,10761.0
40156,Lower Savannah COG,Urban,MB,Funds Expended on Operations,21827,0.0,21827.0
40158,Lake County Board of County Commissioners,Urban,DR,Funds Earned During Period,81443,0.0,81443.0
40158,Lake County Board of County Commissioners,Urban,MB,Funds Earned During Period,97135,0.0,97135.0
40159,Regional Transportation Authority,Urban,CB,Funds Earned During Period,50479,56812.0,107291.0
40159,Regional Transportation Authority,Urban,CR,Funds Earned During Period,267101,27213.0,294314.0
40159,Regional Transportation Authority,Urban,MB,Funds Earned During Period,24616,27703.0,52319.0
40159,Regional Transportation Authority,Urban,VP,Funds Earned During Period,65495,0.0,65495.0
40161,Cherokee County Board of Commissioners,Urban,DR,Funds Expended on Operations,26550,85908.0,112458.0
40161,Cherokee County Board of Commissioners,Urban,MB,Funds Expended on Operations,7005,63.0,7068.0
40162,City of Franklin,Urban,DR,Funds Expended on Operations,34879,0.0,34879.0
40162,City of Franklin,Urban,MB,Funds Expended on Operations,36874,0.0,36874.0
40166,City of Jacksonville,Urban,MB,Funds Expended on Operations,241158,0.0,241158.0
40167,City of Concord,Urban,DR,Funds Expended on Operations,24927,0.0,24927.0
40167,City of Concord,Urban,MB,Funds Expended on Operations,203507,0.0,203507.0
40169,Regional Planning Commission of Greater Birmingham,Urban,VP,Funds Earned During Period,308582,0.0,308582.0
40170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Urban,DR,Funds Expended on Operations,7343,0.0,7343.0
40170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Urban,MB,Funds Expended on Operations,12750,0.0,12750.0
40171,Knoxville-Knox County Community Action Committee,Urban,DR,Funds Earned During Period,2369,1297832.0,1300201.0
40172,Western Piedmont Regional Transit Authority,Urban,DR,Funds Earned During Period,53353,0.0,53353.0
40172,Western Piedmont Regional Transit Authority,Urban,MB,Funds Earned During Period,12487,0.0,12487.0
40173,Piedmont Authority for Regional Transportation,Urban,CB,Funds Earned During Period,250516,19150.0,269666.0
40173,Piedmont Authority for Regional Transportation,Urban,VP,Funds Earned During Period,179509,0.0,179509.0
40175,Puerto Rico Maritime Transport Authority,Urban,FB,Funds Earned During Period,1702564,0.0,1702564.0
40178,The Transportation Management Association Group,Urban,DR,Funds Earned During Period,34879,0.0,34879.0
40178,The Transportation Management Association Group,Urban,MB,Funds Earned During Period,36874,0.0,36874.0
40178,The Transportation Management Association Group,Urban,VP,Funds Earned During Period,402248,0.0,402248.0
40178,The Transportation Management Association Group,Urban,VP,Funds Earned During Period,65495,0.0,65495.0
40181,Henry County,Urban,DR,Funds Expended on Operations,70695,0.0,70695.0
40184,City of Bowling Green,Urban,DR,Funds Expended on Capital,218,0.0,218.0
40184,City of Bowling Green,Urban,DR,Funds Expended on Operations,2951,0.0,2951.0
40184,City of Bowling Green,Urban,MB,Funds Expended on Capital,1695,0.0,1695.0
40184,City of Bowling Green,Urban,MB,Funds Expended on Operations,10884,0.0,10884.0
40185,Bay County Transportation Planning Organization,Urban,DR,Funds Earned During Period,48945,0.0,48945.0
40185,Bay County Transportation Planning Organization,Urban,MB,Funds Earned During Period,344741,0.0,344741.0
40186,City of Murfreesboro,Urban,MB,Funds Expended on Operations,53942,0.0,53942.0
40187,York County Council on Aging,Urban,DR,Funds Expended on Operations,58196,0.0,58196.0
40190,"East Tennessee Human Resource Agency, Inc.",Urban,DR,Funds Expended on Operations,270945,1231602.0,1502547.0
40190,"East Tennessee Human Resource Agency, Inc.",Urban,MB,Funds Expended on Operations,17962,0.0,17962.0
40191,Transit Authority of Central Kentucky,Urban,DR,Funds Earned During Period,294296,2270231.0,2564527.0
40191,Transit Authority of Central Kentucky,Urban,VP,Funds Earned During Period,0,97300.0,97300.0
40192,Martin County,Urban,CB,Funds Earned During Period,11016,104.0,11120.0
40192,Martin County,Urban,DR,Funds Earned During Period,9564,0.0,9564.0
40192,Martin County,Urban,MB,Funds Earned During Period,95452,2215.0,97667.0
40193,"City of Hinesville, Georgia",Urban,DR,Funds Expended on Operations,6440,4173.0,10613.0
40193,"City of Hinesville, Georgia",Urban,MB,Funds Expended on Operations,9648,0.0,9648.0
40196,Kentuckiana Regional Planning and Development Agency,Urban,VP,Funds Earned During Period,147131,0.0,147131.0
40200,Tampa Bay Area Regional Transit Authority,Urban,VP,Funds Earned During Period,1943425,0.0,1943425.0
40204,Mid-Cumberland Human Resource Agency,Urban,DR,Funds Expended on Operations,119594,42330.0,161924.0
40205,The County of Iredell,Urban,DR,Funds Expended on Capital,0,179081.0,179081.0
40205,The County of Iredell,Urban,DR,Funds Expended on Operations,27286,720606.0,747892.0
40205,The County of Iredell,Urban,MB,Funds Expended on Operations,9095,156015.0,165110.0
40206,Berkeley Charleston Dorchester RTMA,Urban,MB,Funds Expended on Operations,70553,0.0,70553.0
40209,Hoke County,Urban,DR,Funds Expended on Operations,51430,281801.0,333231.0
40210,Craven County,Urban,DR,Funds Expended on Operations,17605,2458.0,20063.0
40210,Craven County,Urban,MB,Funds Expended on Operations,5297,179.0,5476.0
40213,Autauga County Commission,Urban,DR,Funds Expended on Operations,28583,0.0,28583.0
40214,Cabarrus County,Urban,DR,Funds Expended on Operations,3579,0.0,3579.0
40215,Union County,Urban,DR,Funds Expended on Operations,9564,0.0,9564.0
40217,Rowan County,Urban,DR,Funds Expended on Operations,4014,0.0,4014.0
40218,City of La Grange,Urban,MB,Funds Expended on Operations,5142,0.0,5142.0
40220,Pitt County,Urban,DR,Funds Expended on Operations,67890,346873.0,414763.0
40221,Gaston County,Urban,DR,Funds Expended on Operations,6655,239014.0,245669.0
40222,Wake County,Urban,DR,Funds Earned During Period,145708,2723126.0,2868834.0
40223,Cumberland County,Urban,DR,Funds Expended on Operations,42955,0.0,42955.0
40224,Buncombe County,Urban,DR,Funds Earned During Period,58082,758284.0,816366.0
40226,"Mountain Projects, Inc.",Urban,DR,Funds Expended on Operations,6313,0.0,6313.0
40226,"Mountain Projects, Inc.",Urban,MB,Funds Expended on Operations,5401,0.0,5401.0
40227,Onslow United Transit System,Urban,DR,Funds Expended on Operations,20000,938921.0,958921.0
40228,Mecklenburg County,Urban,DR,Funds Earned During Period,3217,1144058.0,1147275.0
40229,Henderson County,Urban,DR,Funds Expended on Operations,4636,0.0,4636.0
40229,Henderson County,Urban,MB,Funds Expended on Operations,27403,0.0,27403.0
40231,Orange County,Urban,DR,Funds Expended on Operations,12460,121529.0,133989.0
40231,Orange County,Urban,MB,Funds Expended on Operations,4838,0.0,4838.0
40232,Central Florida Commuter Rail,Urban,CR,Funds Earned During Period,1875736,0.0,1875736.0
40233,City of Salisbury,Urban,DR,Funds Expended on Operations,11795,0.0,11795.0
40233,City of Salisbury,Urban,MB,Funds Expended on Operations,31217,0.0,31217.0
40235,"Aiken Area Council on Aging, Inc.",Rural,DR,Funds Expended on Operations,0,403794.0,403794.0
40237,Lancaster County Council on Aging,Urban,DR,Funds Expended on Operations,26522,0.0,26522.0
40244,"Spartanburg Regional Health Services, Inc.",Urban,DR,Funds Earned During Period,116071,989591.0,1105662.0
40246,"Center for Pan Asian Community Services, Inc.",Urban,DR,Funds Expended on Operations,2256,0.0,2256.0
40265,North Central Alabama Regional Council of Governments,Urban,DR,Funds Earned During Period,37434,53368.0,90802.0
40271,"Florida Department of Transportation, District 1 Office",Urban,VP,Funds Expended on Operations,325223,0.0,325223.0
40273,Brevard Alzheimer's Foundation Inc.,Urban,DR,Funds Expended on Operations,23002,30447.0,53449.0
40903,Macon County Transit,Rural,DR,Funds Expended on Operations,4235,0.0,4235.0
40904,Rabun County,Rural,DR,Funds Expended on Operations,9436,0.0,9436.0
40905,Three Rivers Regional Commission,Urban,DR,Funds Expended on Operations,58786,777543.0,836329.0
40907,Blount County Commission,Rural,DR,Funds Expended on Operations,46257,0.0,46257.0
